epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
30,387.974,0.31557,0.88097,1,0.88454,0.000611505,0.000611505,0.000611505
31,401.024,0.28888,0.88191,1,0.87374,0.000607971,0.000607971,0.000607971
32,414.393,0.29561,0.89035,1,0.8674,0.000604437,0.000604437,0.000604437
33,426.867,0.29589,0.86036,1,0.90302,0.000600902,0.000600902,0.000600902
34,439.965,0.28964,0.89784,1,0.85616,0.000597368,0.000597368,0.000597368
35,452.244,0.27608,0.88754,1,0.87285,0.000593834,0.000593834,0.000593834
36,464.585,0.29062,0.89597,1,0.86121,0.0005903,0.0005903,0.0005903
37,477.051,0.25462,0.88379,1,0.86984,0.000586765,0.000586765,0.000586765
38,489.486,0.25395,0.88379,1,0.87208,0.000583231,0.000583231,0.000583231
39,502.402,0.24039,0.89222,1,0.86964,0.000579697,0.000579697,0.000579697
40,514.931,0.26962,0.87629,1,0.86838,0.000576162,0.000576162,0.000576162
41,527.788,0.26193,0.87254,1,0.88663,0.000572628,0.000572628,0.000572628
42,540.169,0.25114,0.88941,1,0.87002,0.000569094,0.000569094,0.000569094
43,553.04,0.20508,0.89503,1,0.86262,0.000565559,0.000565559,0.000565559
44,566.078,0.21915,0.90347,1,0.8555,0.000562025,0.000562025,0.000562025
45,579.28,0.21863,0.89128,1,0.86538,0.000558491,0.000558491,0.000558491
46,592.124,0.22164,0.89503,1,0.86106,0.000554956,0.000554956,0.000554956
47,605.542,0.22641,0.88191,1,0.87306,0.000551422,0.000551422,0.000551422
48,618.427,0.22638,0.88004,1,0.87368,0.000547888,0.000547888,0.000547888
49,631.423,0.21884,0.89316,1,0.85932,0.000544354,0.000544354,0.000544354
50,644.263,0.21247,0.88941,1,0.86434,0.000540819,0.000540819,0.000540819
51,657.182,0.19727,0.89222,1,0.86219,0.000537285,0.000537285,0.000537285
52,670.097,0.21179,0.90159,1,0.8507,0.000533751,0.000533751,0.000533751
53,682.531,0.20896,0.88941,1,0.8639,0.000530216,0.000530216,0.000530216
54,695.565,0.19692,0.87816,1,0.86814,0.000526682,0.000526682,0.000526682
55,708.669,0.20555,0.89691,1,0.8553,0.000523148,0.000523148,0.000523148
56,722.117,0.20386,0.9044,1,0.85196,0.000519613,0.000519613,0.000519613
57,734.196,0.19576,0.90159,1,0.85456,0.000516079,0.000516079,0.000516079
58,747.19,0.18488,0.89503,1,0.8528,0.000512545,0.000512545,0.000512545
59,759.649,0.20907,0.8941,1,0.85308,0.000509011,0.000509011,0.000509011
60,771.794,0.17548,0.89878,1,0.85659,0.000505476,0.000505476,0.000505476
61,784.353,0.20266,0.88754,1,0.86365,0.000501942,0.000501942,0.000501942
62,797.209,0.18453,0.89503,1,0.8563,0.000498408,0.000498408,0.000498408
63,810.125,0.16847,0.89691,1,0.84995,0.000494873,0.000494873,0.000494873
64,823.037,0.1614,0.90253,1,0.85136,0.000491339,0.000491339,0.000491339
65,835.309,0.18865,0.89316,1,0.86555,0.000487805,0.000487805,0.000487805
66,847.92,0.17069,0.91284,1,0.84516,0.000484271,0.000484271,0.000484271
67,860.263,0.15908,0.88754,1,0.85808,0.000480736,0.000480736,0.000480736
68,872.478,0.15707,0.9044,1,0.84506,0.000477202,0.000477202,0.000477202
69,885.36,0.15636,0.89878,1,0.8511,0.000473668,0.000473668,0.000473668
70,897.369,0.1621,0.88472,1,0.85879,0.000470133,0.000470133,0.000470133
71,910.489,0.18068,0.89878,1,0.85178,0.000466599,0.000466599,0.000466599
72,923.475,0.16711,0.9044,1,0.85079,0.000463065,0.000463065,0.000463065
73,936.508,0.14526,0.89597,1,0.85128,0.00045953,0.00045953,0.00045953
74,950.087,0.15012,0.88941,1,0.85758,0.000455996,0.000455996,0.000455996
75,962.406,0.15578,0.90534,1,0.8452,0.000452462,0.000452462,0.000452462
76,975.647,0.1719,0.89784,1,0.85162,0.000448928,0.000448928,0.000448928
77,988.781,0.14366,0.89691,1,0.859,0.000445393,0.000445393,0.000445393
78,1001.47,0.12772,0.90347,1,0.8457,0.000441859,0.000441859,0.000441859
79,1014.61,0.14336,0.88285,1,0.85415,0.000438325,0.000438325,0.000438325
80,1027.54,0.14207,0.90159,1,0.85126,0.00043479,0.00043479,0.00043479
81,1039.83,0.13971,0.89972,1,0.85735,0.000431256,0.000431256,0.000431256
82,1052.53,0.15112,0.89222,1,0.85927,0.000427722,0.000427722,0.000427722
83,1064.97,0.13665,0.8941,1,0.85214,0.000424187,0.000424187,0.000424187
84,1077.57,0.12992,0.89503,1,0.84783,0.000420653,0.000420653,0.000420653
85,1089.92,0.15523,0.90628,1,0.85148,0.000417119,0.000417119,0.000417119
86,1102.34,0.1307,0.89691,1,0.85116,0.000413584,0.000413584,0.000413584
87,1114.77,0.14015,0.89878,1,0.84802,0.00041005,0.00041005,0.00041005
88,1127.5,0.13657,0.90253,1,0.84705,0.000406516,0.000406516,0.000406516
89,1140,0.12705,0.89878,1,0.84949,0.000402982,0.000402982,0.000402982
90,1152.71,0.13744,0.9044,1,0.84875,0.000399447,0.000399447,0.000399447
91,1164.91,0.14818,0.89597,1,0.85583,0.000395913,0.000395913,0.000395913
92,1177.5,0.12625,0.89128,1,0.86055,0.000392379,0.000392379,0.000392379
93,1189.88,0.11318,0.89597,1,0.85059,0.000388844,0.000388844,0.000388844
94,1202.16,0.12747,0.90159,1,0.84883,0.00038531,0.00038531,0.00038531
95,1214.63,0.11442,0.8941,1,0.8526,0.000381776,0.000381776,0.000381776
96,1226.81,0.11309,0.89691,1,0.8474,0.000378242,0.000378242,0.000378242
97,1239.25,0.11254,0.90628,1,0.84292,0.000374707,0.000374707,0.000374707
98,1251.75,0.12644,0.90159,1,0.84463,0.000371173,0.000371173,0.000371173
99,1263.82,0.1134,0.90066,1,0.84651,0.000367639,0.000367639,0.000367639
100,1276.14,0.12499,0.90722,1,0.84389,0.000364104,0.000364104,0.000364104
101,1288.36,0.11976,0.90534,1,0.84376,0.00036057,0.00036057,0.00036057
102,1300.82,0.11995,0.89972,1,0.85317,0.000357036,0.000357036,0.000357036
103,1313.31,0.1144,0.90534,1,0.84351,0.000353501,0.000353501,0.000353501
104,1325.26,0.125,0.90628,1,0.83809,0.000349967,0.000349967,0.000349967
105,1337.72,0.13337,0.9119,1,0.83743,0.000346433,0.000346433,0.000346433
106,1349.66,0.09905,0.90722,1,0.84049,0.000342899,0.000342899,0.000342899
107,1361.66,0.10992,0.90347,1,0.83943,0.000339364,0.000339364,0.000339364
108,1374.31,0.11656,0.90628,1,0.8453,0.00033583,0.00033583,0.00033583
109,1386.34,0.11284,0.91003,1,0.83875,0.000332296,0.000332296,0.000332296
110,1398.5,0.12043,0.90253,1,0.84555,0.000328761,0.000328761,0.000328761
111,1411.43,0.11178,0.91284,1,0.83765,0.000325227,0.000325227,0.000325227
112,1423.41,0.08969,0.90722,1,0.84069,0.000321693,0.000321693,0.000321693
113,1435.58,0.0898,0.91097,1,0.83601,0.000318158,0.000318158,0.000318158
114,1447.9,0.10885,0.9119,1,0.83641,0.000314624,0.000314624,0.000314624
115,1460.08,0.08199,0.91097,1,0.83839,0.00031109,0.00031109,0.00031109
116,1472.29,0.10689,0.90722,1,0.84463,0.000307555,0.000307555,0.000307555
117,1484.77,0.09383,0.9044,1,0.84066,0.000304021,0.000304021,0.000304021
118,1497.3,0.09356,0.90159,1,0.83897,0.000300487,0.000300487,0.000300487
119,1510.53,0.10013,0.90909,1,0.84071,0.000296953,0.000296953,0.000296953
120,1524.3,0.08826,0.90066,1,0.84207,0.000293418,0.000293418,0.000293418
121,1537.05,0.10371,0.90534,1,0.84154,0.000289884,0.000289884,0.000289884
122,1549.72,0.08782,0.90815,1,0.8417,0.00028635,0.00028635,0.00028635
123,1562.14,0.07855,0.90253,1,0.84171,0.000282815,0.000282815,0.000282815
124,1575.54,0.08712,0.90347,1,0.84099,0.000279281,0.000279281,0.000279281
125,1588.24,0.10399,0.90815,1,0.84277,0.000275747,0.000275747,0.000275747
126,1600.86,0.0967,0.9119,1,0.84583,0.000272212,0.000272212,0.000272212
127,1613.96,0.09222,0.90534,1,0.8422,0.000268678,0.000268678,0.000268678
128,1626.69,0.08727,0.90066,1,0.84914,0.000265144,0.000265144,0.000265144
129,1639.44,0.08637,0.89691,1,0.84398,0.00026161,0.00026161,0.00026161
130,1652.23,0.08825,0.90347,1,0.84139,0.000258075,0.000258075,0.000258075
131,1665.18,0.08806,0.90159,1,0.84318,0.000254541,0.000254541,0.000254541
132,1678.19,0.07921,0.90253,1,0.85016,0.000251007,0.000251007,0.000251007
133,1691.09,0.09025,0.90159,1,0.84735,0.000247472,0.000247472,0.000247472
134,1703.85,0.0896,0.90628,1,0.83947,0.000243938,0.000243938,0.000243938
135,1717.1,0.08554,0.90815,1,0.84193,0.000240404,0.000240404,0.000240404
136,1729.75,0.06917,0.90909,1,0.83625,0.000236869,0.000236869,0.000236869
137,1743.01,0.08239,0.91659,1,0.83371,0.000233335,0.000233335,0.000233335
138,1755.69,0.07989,0.91565,1,0.83182,0.000229801,0.000229801,0.000229801
139,1768.51,0.07417,0.9119,1,0.83364,0.000226267,0.000226267,0.000226267
140,1780.92,0.08388,0.91097,1,0.83598,0.000222732,0.000222732,0.000222732
141,1793.72,0.08179,0.90628,1,0.84053,0.000219198,0.000219198,0.000219198
142,1806.8,0.07253,0.89784,1,0.84023,0.000215664,0.000215664,0.000215664
143,1819.82,0.08663,0.90628,1,0.84085,0.000212129,0.000212129,0.000212129
144,1833.21,0.07407,0.90722,1,0.8391,0.000208595,0.000208595,0.000208595
145,1846.2,0.07283,0.91284,1,0.83569,0.000205061,0.000205061,0.000205061
146,1859.3,0.07307,0.91003,1,0.83825,0.000201527,0.000201527,0.000201527
147,1872.37,0.06446,0.90909,1,0.83312,0.000197992,0.000197992,0.000197992
148,1885.49,0.06832,0.90815,1,0.83592,0.000194458,0.000194458,0.000194458
149,1898.05,0.06484,0.91659,1,0.83284,0.000190924,0.000190924,0.000190924
150,1910.76,0.05748,0.91846,1,0.82963,0.000187389,0.000187389,0.000187389
151,1923.99,0.07395,0.91378,1,0.83371,0.000183855,0.000183855,0.000183855
152,1936.17,0.07852,0.9119,1,0.83618,0.000180321,0.000180321,0.000180321
153,1948.87,0.07067,0.91284,1,0.83577,0.000176786,0.000176786,0.000176786
154,1960.96,0.06603,0.9194,1,0.83184,0.000173252,0.000173252,0.000173252
155,1973.51,0.07336,0.92221,1,0.83528,0.000169718,0.000169718,0.000169718
156,1986.22,0.07005,0.91471,1,0.83624,0.000166183,0.000166183,0.000166183
157,1999.15,0.06976,0.91378,1,0.83482,0.000162649,0.000162649,0.000162649
158,2011.97,0.07148,0.91097,1,0.83644,0.000159115,0.000159115,0.000159115
159,2024.33,0.05399,0.91284,1,0.83684,0.000155581,0.000155581,0.000155581
160,2037.1,0.06324,0.91565,1,0.83959,0.000152046,0.000152046,0.000152046
161,2049.54,0.05535,0.91471,1,0.83433,0.000148512,0.000148512,0.000148512
162,2062.5,0.06961,0.91284,1,0.83364,0.000144978,0.000144978,0.000144978
163,2075.28,0.05926,0.90909,1,0.83709,0.000141443,0.000141443,0.000141443
164,2087.3,0.05841,0.91565,1,0.83459,0.000137909,0.000137909,0.000137909
165,2100.05,0.04586,0.91471,1,0.8337,0.000134375,0.000134375,0.000134375
166,2112.76,0.06047,0.90815,1,0.83831,0.000130841,0.000130841,0.000130841
167,2125.11,0.05163,0.91097,1,0.83398,0.000127306,0.000127306,0.000127306
168,2137.31,0.05249,0.91471,1,0.83467,0.000123772,0.000123772,0.000123772
169,2150.02,0.05369,0.91659,1,0.83081,0.000120238,0.000120238,0.000120238
170,2162.18,0.05951,0.9194,1,0.83049,0.000116703,0.000116703,0.000116703
171,2174.24,0.06597,0.9119,1,0.83045,0.000113169,0.000113169,0.000113169
172,2186.61,0.04997,0.91378,1,0.83219,0.000109635,0.000109635,0.000109635
173,2199.42,0.05534,0.91471,1,0.83437,0.0001061,0.0001061,0.0001061
174,2211.67,0.05483,0.91565,1,0.83345,0.000102566,0.000102566,0.000102566
175,2224.33,0.04769,0.91284,1,0.83697,9.90318e-05,9.90318e-05,9.90318e-05
176,2236.9,0.05963,0.91003,1,0.837,9.54975e-05,9.54975e-05,9.54975e-05
177,2249.31,0.05481,0.90909,1,0.83588,9.19632e-05,9.19632e-05,9.19632e-05
178,2261.8,0.04952,0.9119,1,0.83463,8.84289e-05,8.84289e-05,8.84289e-05
179,2274.59,0.05477,0.91471,1,0.83015,8.48946e-05,8.48946e-05,8.48946e-05
180,2287.14,0.05605,0.91284,1,0.83355,8.13603e-05,8.13603e-05,8.13603e-05
181,2299.26,0.04457,0.91284,1,0.83179,7.7826e-05,7.7826e-05,7.7826e-05
182,2311.25,0.05534,0.91378,1,0.83276,7.42917e-05,7.42917e-05,7.42917e-05
183,2323.52,0.04246,0.91097,1,0.83302,7.07574e-05,7.07574e-05,7.07574e-05
184,2336.15,0.04666,0.91003,1,0.8319,6.72231e-05,6.72231e-05,6.72231e-05
185,2349.24,0.05513,0.90909,1,0.83315,6.36888e-05,6.36888e-05,6.36888e-05
186,2362.15,0.04872,0.90722,1,0.83229,6.01545e-05,6.01545e-05,6.01545e-05
187,2374.82,0.05378,0.90534,1,0.8349,5.66202e-05,5.66202e-05,5.66202e-05
188,2387.25,0.0445,0.90722,1,0.83364,5.30859e-05,5.30859e-05,5.30859e-05
189,2399.96,0.03726,0.90722,1,0.83433,4.95516e-05,4.95516e-05,4.95516e-05
190,2412.47,0.04028,0.91003,1,0.83355,4.60173e-05,4.60173e-05,4.60173e-05
191,2425.58,0.06069,0.90722,1,0.83327,4.2483e-05,4.2483e-05,4.2483e-05
192,2438.33,0.03994,0.90909,1,0.83384,3.89487e-05,3.89487e-05,3.89487e-05
193,2451.36,0.04146,0.91003,1,0.83243,3.54144e-05,3.54144e-05,3.54144e-05
194,2464.02,0.04805,0.90722,1,0.83447,3.18801e-05,3.18801e-05,3.18801e-05
195,2476.88,0.05104,0.90722,1,0.83426,2.83458e-05,2.83458e-05,2.83458e-05
196,2489.11,0.03942,0.90722,1,0.83236,2.48115e-05,2.48115e-05,2.48115e-05
197,2502.68,0.04611,0.91003,1,0.83173,2.12772e-05,2.12772e-05,2.12772e-05
198,2514.92,0.04157,0.91003,1,0.8314,1.77429e-05,1.77429e-05,1.77429e-05
199,2527.44,0.0526,0.91003,1,0.83272,1.42086e-05,1.42086e-05,1.42086e-05
200,2540.46,0.04612,0.91097,1,0.83101,1.06743e-05,1.06743e-05,1.06743e-05
